"","doc_id","sentence_id","token","lemma","upos","year"
"1","doc1",1,"Boston","Boston","PROPN",1732
"2","doc1",1,",",",","PUNCT",1732
"3","doc1",1,"Feb","Feb","PROPN",1732
"4","doc1",1,".",".","PUNCT",1732
"5","doc1",1,"7","7","NUM",1732
"6","doc1",1,".",".","PUNCT",1732
"7","doc1",2,"By","by","ADP",1732
"8","doc1",2,"a","a","DET",1732
"9","doc1",2,"Sloop","Sloop","NOUN",1732
"10","doc1",2,"which","which","PRON",1732
"11","doc1",2,"arrived","arrive","VERB",1732
"12","doc1",2,"here","here","ADV",1732
"13","doc1",2,"yesterday","yesterday","NOUN",1732
"14","doc1",2,"from","from","ADP",1732
"15","doc1",2,"Jamaica","Jamaica","PROPN",1732
"16","doc1",2,",",",","PUNCT",1732
"17","doc1",2,"we","we","PRON",1732
"18","doc1",2,"have","have","VERB",1732
"19","doc1",2,"an","a","DET",1732
"20","doc1",2,"Account","account","NOUN",1732
"21","doc1",2,",",",","PUNCT",1732
"22","doc1",2,"that","that","PRON",1732
"23","doc1",2,"an","a","DET",1732
"24","doc1",2,"Express","Express","PROPN",1732
"25","doc1",2,"from","from","ADP",1732
"26","doc1",2,"Port","Port","PROPN",1732
"27","doc1",2,"Antonio","Antonio","PROPN",1732
"28","doc1",2,"brought","bring","VERB",1732
"29","doc1",2,"Advice","advice","NOUN",1732
"30","doc1",2,",",",","PUNCT",1732
"31","doc1",2,"That","that","PRON",1732
"32","doc1",2,"a","a","DET",1732
"33","doc1",2,"Party","party","NOUN",1732
"34","doc1",2,"consisting","consisting","NOUN",1732
"35","doc1",2,"of","of","ADP",1732
"36","doc1",2,"60","60","NUM",1732
"37","doc1",2,"of","of","ADP",1732
"38","doc1",2,"the","the","DET",1732
"39","doc1",2,"King","King","PROPN",1732
"40","doc1",2,"'s","'s","PART",1732
"41","doc1",2,"Troops","troops","PROPN",1732
"42","doc1",2,",",",","PUNCT",1732
"43","doc1",2,"and","and","CCONJ",1732
"44","doc1",2,"40","40","NUM",1732
"45","doc1",2,"Negroes","Negroe","NOUN",1732
"46","doc1",2,",",",","PUNCT",1732
"47","doc1",2,"commanded","command","VERB",1732
"48","doc1",2,"by","by","ADP",1732
"49","doc1",2,"a","a","DET",1732
"50","doc1",2,"Captain","captain","PROPN",1732
"51","doc1",2,",",",","PUNCT",1732
"52","doc1",2,"Lieutenant","Lieutenant","PROPN",1732
"53","doc1",2,",",",","PUNCT",1732
"54","doc1",2,"and","and","CCONJ",1732
"55","doc1",2,"other","other","ADJ",1732
"56","doc1",2,"Officers","officer","NOUN",1732
"57","doc1",2,",",",","PUNCT",1732
"58","doc1",2,"upon","upon","SCONJ",1732
"59","doc1",2,"entering","enter","VERB",1732
"60","doc1",2,"a","a","DET",1732
"61","doc1",2,"narrow","narrow","ADJ",1732
"62","doc1",2,"Pass","pass","NOUN",1732
"63","doc1",2,"of","of","ADP",1732
"64","doc1",2,"a","a","DET",1732
"65","doc1",2,"great","great","ADJ",1732
"66","doc1",2,"Negro","Negro","PROPN",1732
"67","doc1",2,"Town","town","NOUN",1732
"68","doc1",2,"in","in","ADP",1732
"69","doc1",2,"the","the","DET",1732
"70","doc1",2,"Mountains","Mountains","PROPN",1732
"71","doc1",2,",",",","PUNCT",1732
"72","doc1",2,"several","several","ADJ",1732
"73","doc1",2,"of","of","ADP",1732
"74","doc1",2,"the","the","DET",1732
"75","doc1",2,"men","man","NOUN",1732
"76","doc1",2,"were","be","AUX",1732
"77","doc1",2,"killed","kill","VERB",1732
"78","doc1",2,",",",","PUNCT",1732
"79","doc1",2,"and","and","CCONJ",1732
"80","doc1",2,"the","the","DET",1732
"81","doc1",2,"whole","whole","ADJ",1732
"82","doc1",2,"Body","body","NOUN",1732
"83","doc1",2,"intirely","intirely","ADV",1732
"84","doc1",2,"defeated","defeat","VERB",1732
"85","doc1",2,";",";","PUNCT",1732
"86","doc1",2,"many","many","ADJ",1732
"87","doc1",2,"of","of","ADP",1732
"88","doc1",2,"the","the","DET",1732
"89","doc1",2,"said","say","VERB",1732
"90","doc1",2,"Party","party","NOUN",1732
"91","doc1",2,"in","in","ADP",1732
"92","doc1",2,"their","they","PRON",1732
"93","doc1",2,"Flight","flight","NOUN",1732
"94","doc1",2,",",",","PUNCT",1732
"95","doc1",2,"flung","fling","VERB",1732
"96","doc1",2,"away","away","ADV",1732
"97","doc1",2,"their","they","PRON",1732
"98","doc1",2,"small","small","ADJ",1732
"99","doc1",2,"Arms","arm","NOUN",1732
"100","doc1",2,",",",","PUNCT",1732
"101","doc1",2,"and","and","CCONJ",1732
"102","doc1",2,"their","they","PRON",1732
"103","doc1",2,"Powder","powder","NOUN",1732
"104","doc1",2,";",";","PUNCT",1732
"105","doc1",2,"which","which","PRON",1732
"106","doc1",2,"has","have","AUX",1732
"107","doc1",2,"given","give","VERB",1732
"108","doc1",2,"great","great","ADJ",1732
"109","doc1",2,"Strength","strength","NOUN",1732
"110","doc1",2,"and","and","CCONJ",1732
"111","doc1",2,"Encouragement","encouragement","NOUN",1732
"112","doc1",2,"to","to","ADP",1732
"113","doc1",2,"the","the","DET",1732
"114","doc1",2,"Rebels","rebel","NOUN",1732
"115","doc1",2,",",",","PUNCT",1732
"116","doc1",2,"and","and","CCONJ",1732
"117","doc1",2,"much","much","ADJ",1732
"118","doc1",2,"Concern","concern","PROPN",1732
"119","doc1",2,"to","to","ADP",1732
"120","doc1",2,"the","the","DET",1732
"121","doc1",2,"Government","government","NOUN",1732
"122","doc1",2,".",".","PUNCT",1732
"123","doc1",1,"A","a","DET",1732
"124","doc1",1,"Letter","letter","PROPN",1732
"125","doc1",1,"from","from","ADP",1732
"126","doc1",1,"a","a","DET",1732
"127","doc1",1,"Merchant","merchant","PROPN",1732
"128","doc1",1,"in","in","ADP",1732
"129","doc1",1,"Jamaica","Jamaica","PROPN",1732
"130","doc1",1,"to","to","ADP",1732
"131","doc1",1,"his","he","PRON",1732
"132","doc1",1,"Friend","friend","NOUN",1732
"133","doc1",1,"at","at","ADP",1732
"134","doc1",1,"London","London","PROPN",1732
"135","doc1",1,",",",","PUNCT",1732
"136","doc1",1,"giving","give","VERB",1732
"137","doc1",1,"an","a","DET",1732
"138","doc1",1,"Account","account","NOUN",1732
"139","doc1",1,"of","of","ADP",1732
"140","doc1",1,"the","the","DET",1732
"141","doc1",1,"present","present","ADJ",1732
"142","doc1",1,"State","State","NOUN",1732
"143","doc1",1,"and","and","CCONJ",1732
"144","doc1",1,"Condition","condition","NOUN",1732
"145","doc1",1,"of","of","ADP",1732
"146","doc1",1,"that","that","DET",1732
"147","doc1",1,"island","island","NOUN",1732
"148","doc1",1,".",".","PUNCT",1732
"149","doc1",2,"SIR","Sir","PROPN",1732
"150","doc1",2,",",",","PUNCT",1732
"151","doc1",2,"IN","in","ADP",1732
"152","doc1",2,"the","the","DET",1732
"153","doc1",2,"last","last","ADJ",1732
"154","doc1",2,"Session","session","NOUN",1732
"155","doc1",2,"of","of","ADP",1732
"156","doc1",2,"our","we","PRON",1732
"157","doc1",2,"Assembly","Assembly","PROPN",1732
"158","doc1",2,",",",","PUNCT",1732
"159","doc1",2,"the","the","DET",1732
"160","doc1",2,"declining","decline","VERB",1732
"161","doc1",2,"Condition","condition","NOUN",1732
"162","doc1",2,"of","of","ADP",1732
"163","doc1",2,"this","this","DET",1732
"164","doc1",2,"Island","island","NOUN",1732
"165","doc1",2,"was","be","AUX",1732
"166","doc1",2,"taken","take","VERB",1732
"167","doc1",2,"into","into","ADP",1732
"168","doc1",2,"Consideration","consideration","NOUN",1732
"169","doc1",2,",",",","PUNCT",1732
"170","doc1",2,"with","with","ADP",1732
"171","doc1",2,"Regard","regard","NOUN",1732
"172","doc1",2,"to","to","ADP",1732
"173","doc1",2,"the","the","DET",1732
"174","doc1",2,"low","low","ADJ",1732
"175","doc1",2,"Value","value","NOUN",1732
"176","doc1",2,"of","of","ADP",1732
"177","doc1",2,"its","its","PRON",1732
"178","doc1",2,"Produce","produce","NOUN",1732
"179","doc1",2,",",",","PUNCT",1732
"180","doc1",2,"which","which","PRON",1732
"181","doc1",2,"daily","dailly","ADJ",1732
"182","doc1",2,"declining","decline","NOUN",1732
"183","doc1",2,",",",","PUNCT",1732
"184","doc1",2,"greatly","greatly","ADV",1732
"185","doc1",2,"discourages","discourage","VERB",1732
"186","doc1",2,"the","the","DET",1732
"187","doc1",2,"present","present","ADJ",1732
"188","doc1",2,"Settlers","Settler","NOUN",1732
"189","doc1",2,",",",","PUNCT",1732
"190","doc1",2,"and","and","CCONJ",1732
"191","doc1",2,"those","those","PRON",1732
"192","doc1",2,"that","that","PRON",1732
"193","doc1",2,"have","have","VERB",1732
"194","doc1",2,"Estates","Estates","PROPN",1732
"195","doc1",2,",",",","PUNCT",1732
"196","doc1",2,"and","and","CCONJ",1732
"197","doc1",2,"hath","hath","NOUN",1732
"198","doc1",2,"for","for","ADP",1732
"199","doc1",2,"some","some","DET",1732
"200","doc1",2,"Years","Years","NOUN",1732
"201","doc1",2,"past","past","ADJ",1732
"202","doc1",2,"intirely","intirely","ADV",1732
"203","doc1",2,"put","put","VERB",1732
"204","doc1",2,"a","a","DET",1732
"205","doc1",2,"Stop","stop","PROPN",1732
"206","doc1",2,"to","to","ADP",1732
"207","doc1",2,"the","the","DET",1732
"208","doc1",2,"further","further","ADJ",1732
"209","doc1",2,"Improvement","improvement","NOUN",1732
"210","doc1",2,"or","or","CCONJ",1732
"211","doc1",2,"Settlement","settlement","NOUN",1732
"212","doc1",2,"of","of","ADP",1732
"213","doc1",2,"this","this","DET",1732
"214","doc1",2,"large","large","ADJ",1732
"215","doc1",2,",",",","PUNCT",1732
"216","doc1",2,"fertile","fertile","ADJ",1732
"217","doc1",2,",",",","PUNCT",1732
"218","doc1",2,"&","&","CCONJ",1732
"219","doc1",2,"valuable","valuable","ADJ",1732
"220","doc1",2,"Island","Island","NOUN",1732
"221","doc1",2,";",";","PUNCT",1732
"222","doc1",2,"so","so","ADV",1732
"223","doc1",2,"that","that","SCONJ",1732
"224","doc1",2,"for","for","ADP",1732
"225","doc1",2,"seven","seven","NUM",1732
"226","doc1",2,"Years","year","NOUN",1732
"227","doc1",2,"last","last","ADJ",1732
"228","doc1",2,"past","past","NOUN",1732
"229","doc1",2,",",",","PUNCT",1732
"230","doc1",2,"instead","instead","ADV",1732
"231","doc1",2,"of","of","SCONJ",1732
"232","doc1",2,"increasing","increasing","VERB",1732
"233","doc1",2,"in","in","ADP",1732
"234","doc1",2,"the","the","DET",1732
"235","doc1",2,"Number","number","NOUN",1732
"236","doc1",2,"of","of","ADP",1732
"237","doc1",2,"our","we","PRON",1732
"238","doc1",2,"Inhabitants","Inhabitant","NOUN",1732
"239","doc1",2,",",",","PUNCT",1732
"240","doc1",2,"we","we","PRON",1732
"241","doc1",2,"have","have","AUX",1732
"242","doc1",2,"decreased","decrease","VERB",1732
"243","doc1",2,"at","at","ADV",1732
"244","doc1",2,"least","least","ADV",1732
"245","doc1",2,"one","one","NUM",1732
"246","doc1",2,"Third","third","PROPN",1732
"247","doc1",2,",",",","PUNCT",1732
"248","doc1",2,"which","which","PRON",1732
"249","doc1",2,"renders","render","VERB",1732
"250","doc1",2,"the","the","DET",1732
"251","doc1",2,"great","great","ADJ",1732
"252","doc1",2,"Charges","charge","NOUN",1732
"253","doc1",2,"we","we","PRON",1732
"254","doc1",2,"are","be","AUX",1732
"255","doc1",2,"at","at","ADP",1732
"256","doc1",2,"for","for","ADP",1732
"257","doc1",2,"the","the","DET",1732
"258","doc1",2,"necessary","necessary","ADJ",1732
"259","doc1",2,"Support","support","NOUN",1732
"260","doc1",2,"of","of","ADP",1732
"261","doc1",2,"the","the","DET",1732
"262","doc1",2,"Government","government","NOUN",1732
"263","doc1",2,"the","the","DET",1732
"264","doc1",2,"more","more","ADV",1732
"265","doc1",2,"difficult","difficult","ADJ",1732
"266","doc1",2,",",",","PUNCT",1732
"267","doc1",2,"and","and","CCONJ",1732
"268","doc1",2,"almost","almost","ADV",1732
"269","doc1",2,"insupportable","insupportable","ADJ",1732
"270","doc1",2,"to","to","ADP",1732
"271","doc1",2,"the","the","DET",1732
"272","doc1",2,"few","few","ADJ",1732
"273","doc1",2,"remaining","remain","ADJ",1732
"274","doc1",2,"Inhabitants","Inhabitants","NOUN",1732
"275","doc1",2,".",".","PUNCT",1732
"276","doc1",3,"To","to","PART",1732
"277","doc1",3,"speak","speak","VERB",1732
"278","doc1",3,"the","the","DET",1732
"279","doc1",3,"Truth","truth","NOUN",1732
"280","doc1",3,"of","of","ADP",1732
"281","doc1",3,"our","we","PRON",1732
"282","doc1",3,"Condition","condition","NOUN",1732
"283","doc1",3,",",",","PUNCT",1732
"284","doc1",3,"if","if","SCONJ",1732
"285","doc1",3,"some","some","DET",1732
"286","doc1",3,"speedy","speedy","ADJ",1732
"287","doc1",3,"Remedy","Remedy","NOUN",1732
"288","doc1",3,"is","be","AUX",1732
"289","doc1",3,"not","not","PART",1732
"290","doc1",3,"found","find","VERB",1732
"291","doc1",3,"out","out","ADP",1732
"292","doc1",3,",",",","PUNCT",1732
"293","doc1",3,"and","and","CCONJ",1732
"294","doc1",3,"some","some","DET",1732
"295","doc1",3,"new","new","ADJ",1732
"296","doc1",3,"Encouragement","encouragement","NOUN",1732
"297","doc1",3,"given","give","VERB",1732
"298","doc1",3,",",",","PUNCT",1732
"299","doc1",3,"I","I","PRON",1732
"300","doc1",3,"expect","expect","VERB",1732
"301","doc1",3,"to","to","PART",1732
"302","doc1",3,"see","see","VERB",1732
"303","doc1",3,"in","in","ADP",1732
"304","doc1",3,"a","a","DET",1732
"305","doc1",3,"few","few","ADJ",1732
"306","doc1",3,"Years","year","NOUN",1732
"307","doc1",3,"this","this","DET",1732
"308","doc1",3,"Island","island","NOUN",1732
"309","doc1",3,"left","leave","VERB",1732
"310","doc1",3,"only","only","ADV",1732
"311","doc1",3,"in","in","ADP",1732
"312","doc1",3,"the","the","DET",1732
"313","doc1",3,"Hands","hand","NOUN",1732
"314","doc1",3,"of","of","ADP",1732
"315","doc1",3,"a","a","DET",1732
"316","doc1",3,"few","few","ADJ",1732
"317","doc1",3,"Proprietors","proprietor","NOUN",1732
"318","doc1",3,"of","of","ADP",1732
"319","doc1",3,"Sugar","sugar","PROPN",1732
"320","doc1",3,"-","-","PUNCT",1732
"321","doc1",3,"Works","Works","PROPN",1732
"322","doc1",3,",",",","PUNCT",1732
"323","doc1",3,"who","who","PRON",1732
"324","doc1",3,"do","do","AUX",1732
"325","doc1",3,"not","not","PART",1732
"326","doc1",3,"amount","amount","VERB",1732
"327","doc1",3,"to","to","PART",1732
"328","doc1",3,"above","above","VERB",1732
"329","doc1",3,"300","300","NUM",1732
"330","doc1",3,",",",","PUNCT",1732
"331","doc1",3,"and","and","CCONJ",1732
"332","doc1",3,"those","those","PRON",1732
"333","doc1",3,"we","we","PRON",1732
"334","doc1",3,"compute","compute","VERB",1732
"335","doc1",3,"one","one","NUM",1732
"336","doc1",3,"with","with","ADP",1732
"337","doc1",3,"another","another","DET",1732
"338","doc1",3,"employ","employ","NOUN",1732
"339","doc1",3,"each","each","DET",1732
"340","doc1",3,"5","5","NUM",1732
"341","doc1",3,"white","white","NOUN",1732
"342","doc1",3,"Men","man","PROPN",1732
"343","doc1",3,",",",","PUNCT",1732
"344","doc1",3,"which","which","PRON",1732
"345","doc1",3,"is","be","AUX",1732
"346","doc1",3,"but","but","CCONJ",1732
"347","doc1",3,"1500","1500","NUM",1732
"348","doc1",3,";",";","PUNCT",1732
"349","doc1",3,"all","all","DET",1732
"350","doc1",3,"our","we","PRON",1732
"351","doc1",3,"other","other","ADJ",1732
"352","doc1",3,"Inhabitants","Inhabitant","NOUN",1732
"353","doc1",3,",",",","PUNCT",1732
"354","doc1",3,"and","and","CCONJ",1732
"355","doc1",3,"those","those","PRON",1732
"356","doc1",3,"that","that","PRON",1732
"357","doc1",3,"have","have","VERB",1732
"358","doc1",3,"other","other","ADJ",1732
"359","doc1",3,"small","small","ADJ",1732
"360","doc1",3,"Settlements","settlement","NOUN",1732
"361","doc1",3,",",",","PUNCT",1732
"362","doc1",3,"are","be","AUX",1732
"363","doc1",3,"going","go","VERB",1732
"364","doc1",3,"off","off","ADP",1732
"365","doc1",3,"daily","daily","ADV",1732
"366","doc1",3,".",".","PUNCT",1732
"367","doc1",4,"The","the","DET",1732
"368","doc1",4,"Proprietors","proprietor","NOUN",1732
"369","doc1",4,"of","of","ADP",1732
"370","doc1",4,"Sugar","sugar","PROPN",1732
"371","doc1",4,"-","-","PUNCT",1732
"372","doc1",4,"Works","Works","PROPN",1732
"373","doc1",4,",",",","PUNCT",1732
"374","doc1",4,"(","(","PUNCT",1732
"375","doc1",4,"many","many","ADJ",1732
"376","doc1",4,"of","of","ADP",1732
"377","doc1",4,"whom","whom","PRON",1732
"378","doc1",4,"are","be","AUX",1732
"379","doc1",4,"in","in","ADP",1732
"380","doc1",4,"Great","Great","PROPN",1732
"381","doc1",4,"Britain","Britain","PROPN",1732
"382","doc1",4,")",")","PUNCT",1732
"383","doc1",4,"must","must","AUX",1732
"384","doc1",4,"stand","stand","VERB",1732
"385","doc1",4,"by","by","ADP",1732
"386","doc1",4,"and","and","CCONJ",1732
"387","doc1",4,"keep","keep","VERB",1732
"388","doc1",4,"their","they","PRON",1732
"389","doc1",4,"Interest","interest","NOUN",1732
"390","doc1",4,"in","in","ADP",1732
"391","doc1",4,"it","it","PRON",1732
"392","doc1",4,"till","till","SCONJ",1732
"393","doc1",4,"the","the","DET",1732
"394","doc1",4,"last","last","ADJ",1732
"395","doc1",4,",",",","PUNCT",1732
"396","doc1",4,"as","as","SCONJ",1732
"397","doc1",4,"their","they","PRON",1732
"398","doc1",4,"Estates","Estates","PROPN",1732
"399","doc1",4,"consist","consist","NOUN",1732
"400","doc1",4,"of","of","ADP",1732
"401","doc1",4,"great","great","ADJ",1732
"402","doc1",4,"Buildings","building","NOUN",1732
"403","doc1",4,",",",","PUNCT",1732
"404","doc1",4,"Plantations","Plantation","NOUN",1732
"405","doc1",4,",",",","PUNCT",1732
"406","doc1",4,"Utensils","utensils","NOUN",1732
"407","doc1",4,",",",","PUNCT",1732
"408","doc1",4,"large","large","ADJ",1732
"409","doc1",4,"Tracts","Tract","NOUN",1732
"410","doc1",4,"of","of","ADP",1732
"411","doc1",4,"Land","Land","NOUN",1732
"412","doc1",4,"well","well","ADV",1732
"413","doc1",4,"cultivated","cultivate","ADJ",1732
"414","doc1",4,",",",","PUNCT",1732
"415","doc1",4,"great","great","ADJ",1732
"416","doc1",4,"Quantities","Quantitie","NOUN",1732
"417","doc1",4,"of","of","ADP",1732
"418","doc1",4,"Cattle","cattle","PROPN",1732
"419","doc1",4,",",",","PUNCT",1732
"420","doc1",4,"which","which","PRON",1732
"421","doc1",4,"if","if","SCONJ",1732
"422","doc1",4,"they","they","PRON",1732
"423","doc1",4,"remove","remove","VERB",1732
"424","doc1",4,"their","they","PRON",1732
"425","doc1",4,"Slaves","slave","NOUN",1732
"426","doc1",4,"from","from","ADP",1732
"427","doc1",4,",",",","PUNCT",1732
"428","doc1",4,"to","to","PART",1732
"429","doc1",4,"go","go","VERB",1732
"430","doc1",4,"to","to","ADP",1732
"431","doc1",4,"other","other","ADJ",1732
"432","doc1",4,"Countries","country","NOUN",1732
"433","doc1",4,",",",","PUNCT",1732
"434","doc1",4,"will","will","AUX",1732
"435","doc1",4,"be","be","AUX",1732
"436","doc1",4,"of","of","ADP",1732
"437","doc1",4,"no","no","DET",1732
"438","doc1",4,"Value","value","NOUN",1732
"439","doc1",4,"but","but","CCONJ",1732
"440","doc1",4,"a","a","DET",1732
"441","doc1",4,"dead","dead","ADJ",1732
"442","doc1",4,"Loss","loss","NOUN",1732
"443","doc1",4,",",",","PUNCT",1732
"444","doc1",4,"and","and","CCONJ",1732
"445","doc1",4,"so","so","ADV",1732
"446","doc1",4,"two","two","NUM",1732
"447","doc1",4,"Thirds","third","NOUN",1732
"448","doc1",4,"of","of","ADP",1732
"449","doc1",4,"their","they","PRON",1732
"450","doc1",4,"Estates","Estates","NOUN",1732
"451","doc1",4,"sunk","sunk","VERB",1732
"452","doc1",4,";",";","PUNCT",1732
"453","doc1",4,"this","this","DET",1732
"454","doc1",4,"Reason","reason","NOUN",1732
"455","doc1",4,"will","will","AUX",1732
"456","doc1",4,"oblige","oblige","VERB",1732
"457","doc1",4,"the","the","DET",1732
"458","doc1",4,"Sugar","sugar","ADJ",1732
"459","doc1",4,"Planters","Planters","NOUN",1732
"460","doc1",4,"to","to","PART",1732
"461","doc1",4,"stand","stand","VERB",1732
"462","doc1",4,"it","it","PRON",1732
"463","doc1",4,"the","the","DET",1732
"464","doc1",4,"longest","longest","ADJ",1732
"465","doc1",4,";",";","PUNCT",1732
"466","doc1",4,"and","and","CCONJ",1732
"467","doc1",4,"God","God","PROPN",1732
"468","doc1",4,"knows","know","VERB",1732
"469","doc1",4,"that","that","PRON",1732
"470","doc1",4,"is","be","AUX",1732
"471","doc1",4,"a","a","DET",1732
"472","doc1",4,"short","short","ADJ",1732
"473","doc1",4,"Space","Space","PROPN",1732
"474","doc1",4,"enough","enough","ADV",1732
"475","doc1",4,",",",","PUNCT",1732
"476","doc1",4,"considering","consider","VERB",1732
"477","doc1",4,"the","the","DET",1732
"478","doc1",4,"dismal","dismal","ADJ",1732
"479","doc1",4,"Prospect","prospect","NOUN",1732
"480","doc1",4,"they","they","PRON",1732
"481","doc1",4,"have","have","VERB",1732
"482","doc1",4,"of","of","ADP",1732
"483","doc1",4,"the","the","DET",1732
"484","doc1",4,"declining","declining","VERB",1732
"485","doc1",4,"Condition","condition","NOUN",1732
"486","doc1",4,"of","of","ADP",1732
"487","doc1",4,"their","they","PRON",1732
"488","doc1",4,"Estates","Estates","PROPN",1732
"489","doc1",4,",",",","PUNCT",1732
"490","doc1",4,"the","the","DET",1732
"491","doc1",4,"Increase","increase","NOUN",1732
"492","doc1",4,"of","of","ADP",1732
"493","doc1",4,"our","we","PRON",1732
"494","doc1",4,"Rebel","rebel","PROPN",1732
"495","doc1",4,"Negroes","Negroes","PROPN",1732
"496","doc1",4,",",",","PUNCT",1732
"497","doc1",4,"and","and","CCONJ",1732
"498","doc1",4,"the","the","DET",1732
"499","doc1",4,"Loss","loss","NOUN",1732
"500","doc1",4,"of","of","ADP",1732
"501","doc1",4,"our","we","PRON",1732
"502","doc1",4,"Trade","trade","NOUN",1732
"503","doc1",4,".",".","PUNCT",1732
"504","doc1",5,"We","we","PRON",1732
"505","doc1",5,"find","find","VERB",1732
"506","doc1",5,"all","all","DET",1732
"507","doc1",5,"the","the","DET",1732
"508","doc1",5,"European","european","PROPN",1732
"509","doc1",5,"Markets","Markets","PROPN",1732
"510","doc1",5,",",",","PUNCT",1732
"511","doc1",5,"except","except","ADP",1732
"512","doc1",5,"Great","Great","ADJ",1732
"513","doc1",5,"Britain","Britain","PROPN",1732
"514","doc1",5,"supply","supply","NOUN",1732
"515","doc1",5,"'d","'","VERB",1732
"516","doc1",5,"by","by","ADP",1732
"517","doc1",5,"the","the","DET",1732
"518","doc1",5,"French","french","PROPN",1732
"519","doc1",5,"and","and","CCONJ",1732
"520","doc1",5,"Dutch","Dutch","PROPN",1732
"521","doc1",5,"Sugar","sugar","PROPN",1732
"522","doc1",5,"Colonies","Colonies","PROPN",1732
"523","doc1",5,",",",","PUNCT",1732
"524","doc1",5,"&","&","CCONJ",1732
"525","doc1",5,"even","even","ADV",1732
"526","doc1",5,"a","a","DET",1732
"527","doc1",5,"great","great","ADJ",1732
"528","doc1",5,"part","part","NOUN",1732
"529","doc1",5,"of","of","ADP",1732
"530","doc1",5,"the","the","DET",1732
"531","doc1",5,"British","british","PROPN",1732
"532","doc1",5,"Empire","Empire","PROPN",1732
"533","doc1",5,"likewise","likewise","ADV",1732
"534","doc1",5,",",",","PUNCT",1732
"535","doc1",5,"as","as","ADP",1732
"536","doc1",5,"Ireland","Ireland","PROPN",1732
"537","doc1",5,",",",","PUNCT",1732
"538","doc1",5,"which","which","DET",1732
"539","doc1",5,"hath","hath","NOUN",1732
"540","doc1",5,"for","for","ADP",1732
"541","doc1",5,"several","several","ADJ",1732
"542","doc1",5,"Years","year","NOUN",1732
"543","doc1",5,"been","be","AUX",1732
"544","doc1",5,"supply","supply","NOUN",1732
"545","doc1",5,"'d","'","AUX",1732
"546","doc1",5,"with","with","ADP",1732
"547","doc1",5,"French","french","PROPN",1732
"548","doc1",5,"Sugar","sugar","PROPN",1732
"549","doc1",5,";",";","PUNCT",1732
"550","doc1",5,"and","and","CCONJ",1732
"551","doc1",5,"the","the","DET",1732
"552","doc1",5,"British","british","ADJ",1732
"553","doc1",5,"northern","northern","ADJ",1732
"554","doc1",5,"Colonies","Colonies","NOUN",1732
"555","doc1",5,",",",","PUNCT",1732
"556","doc1",5,"which","which","PRON",1732
"557","doc1",5,"now","now","ADV",1732
"558","doc1",5,"swarm","swarm","VERB",1732
"559","doc1",5,"with","with","ADP",1732
"560","doc1",5,"People","people","NOUN",1732
"561","doc1",5,"(","(","PUNCT",1732
"562","doc1",5,"and","and","CCONJ",1732
"563","doc1",5,"are","be","AUX",1732
"564","doc1",5,"a","a","DET",1732
"565","doc1",5,"daily","daily","ADJ",1732
"566","doc1",5,"Drain","Drain","NOUN",1732
"567","doc1",5,"to","to","ADP",1732
"568","doc1",5,"the","the","DET",1732
"569","doc1",5,"Sugar","sugar","PROPN",1732
"570","doc1",5,"Colonies","Colonies","PROPN",1732
"571","doc1",5,")",")","PUNCT",1732
"572","doc1",5,"supply","supply","VERB",1732
"573","doc1",5,"themselves","themselves","PRON",1732
"574","doc1",5,"with","with","ADP",1732
"575","doc1",5,"Sugar","sugar","PROPN",1732
"576","doc1",5,"and","and","CCONJ",1732
"577","doc1",5,"Molasses","Molass","PROPN",1732
"578","doc1",5,"from","from","ADP",1732
"579","doc1",5,"the","the","DET",1732
"580","doc1",5,"French","french","PROPN",1732
"581","doc1",5,"and","and","CCONJ",1732
"582","doc1",5,"Dutch","Dutch","PROPN",1732
"583","doc1",5,";",";","PUNCT",1732
"584","doc1",5,"so","so","ADV",1732
"585","doc1",5,"that","that","SCONJ",1732
"586","doc1",5,"all","all","DET",1732
"587","doc1",5,"the","the","DET",1732
"588","doc1",5,"Consumption","consumption","NOUN",1732
"589","doc1",5,"of","of","ADP",1732
"590","doc1",5,"the","the","DET",1732
"591","doc1",5,"British","british","ADJ",1732
"592","doc1",5,"Colonies","Colonies","NOUN",1732
"593","doc1",5,"(","(","PUNCT",1732
"594","doc1",5,"by","by","ADP",1732
"595","doc1",5,"the","the","DET",1732
"596","doc1",5,"Restriction","restriction","NOUN",1732
"597","doc1",5,"laid","lay","ADJ",1732
"598","doc1",5,"on","on","ADP",1732
"599","doc1",5,"their","they","PRON",1732
"600","doc1",5,"Trade","trade","NOUN",1732
"601","doc1",5,")",")","PUNCT",1732
"602","doc1",5,"is","be","AUX",1732
"603","doc1",5,"reduced","reduce","VERB",1732
"604","doc1",5,"to","to","ADP",1732
"605","doc1",5,"Great","great","PROPN",1732
"606","doc1",5,"Britain","Britain","PROPN",1732
"607","doc1",5,"only","only","ADV",1732
"608","doc1",5,";",";","PUNCT",1732
"609","doc1",5,"and","and","CCONJ",1732
"610","doc1",5,"consequently","consequently","ADV",1732
"611","doc1",5,"what","what","PRON",1732
"612","doc1",5,"Sugars","Sugar","NOUN",1732
"613","doc1",5,"are","be","AUX",1732
"614","doc1",5,"made","make","VERB",1732
"615","doc1",5,"more","more","ADJ",1732
"616","doc1",5,"than","than","SCONJ",1732
"617","doc1",5,"is","be","AUX",1732
"618","doc1",5,"required","require","VERB",1732
