Year of arrival at port of disembarkation,Voyage ID,Vessel name,,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Captives arrived at 1st port,Captain's name,,Date,latitude,longitude
1770,100604,Sooky & Nancy,,"Jamaica, place unspecified",Charleston,,"Newbold, Richard",,1770-01-01,32.78096,-79.93554
1770,100605,,,"Jamaica, place unspecified",Charleston,,"Dickinson, Samuel",,1770-01-01,32.78096,-79.93554
1770,100606,Adventure,,Bermuda,Charleston,,"Conyers, Clement",,1770-01-01,32.78096,-79.93554
1770,100607,,,"North Carolina, port unspecified",Charleston,,Mitchell,,1770-01-01,32.78096,-79.93554
1770,101412,Tartar,,"Jamaica, place unspecified",Charleston,40,"McCall, William",,1770-01-01,32.78096,-79.93554
1770,101413,Africa,,"Grenada, place unspecified",Charleston,,"Sewell, James",,1770-01-01,32.78096,-79.93554
1771,100608,Benjamin,,"Jamaica, place unspecified",Charleston,,"Dickinson, Nathaniel",,1771-01-01,32.78096,-79.93554
1771,100609,,,"Jamaica, place unspecified",Charleston,,Lane,,1771-01-01,32.78096,-79.93554
1771,100610,,,New York,Charleston,,"Schermerhorn, Peter",,1771-01-01,32.78096,-79.93554
1771,100611,,,Boston,Charleston,,"Littlefield, James",,1771-01-01,32.78096,-79.93554
1771,100612,Liberty,,"Georgia, port unspecified",Charleston,,"Churchill, Richard",,1771-01-01,32.78096,-79.93554
1771,100613,Savannah Packet,,"Georgia, port unspecified",Charleston,,"Monk, James",,1771-01-01,32.78096,-79.93554
1771,100614,,,"Antigua, place unspecified",Charleston,,Sewell,,1771-01-01,32.78096,-79.93554
1771,100615,,,New York,Charleston,,Calder,,1771-01-01,32.78096,-79.93554
1771,100616,,,"Jamaica, place unspecified",Charleston,,Blundell,,1771-01-01,32.78096,-79.93554
1771,100617,Greyhound,,"St. Kitts, port unspecified",Charleston,39,"Catton, George",,1771-01-01,32.78096,-79.93554
1771,100618,Ottley,,"St. Kitts, port unspecified",Charleston,80,"Higgs, William",,1771-01-01,32.78096,-79.93554
1771,100619,Benjamin,,"Barbados, place unspecified",Charleston,92,"Dickinson, Nathaniel",,1771-01-01,32.78096,-79.93554
1771,100620,Aurora,,"Barbados, place unspecified",Charleston,80,"Spinks, Samuel",,1771-01-01,32.78096,-79.93554
1771,100621,Betsey Hendy,,"Barbados, place unspecified",Charleston,80,"Dow, John",,1771-01-01,32.78096,-79.93554
1771,100622,Adventure,,"Antigua, place unspecified",Charleston,49,"Conyers, Clement",,1771-01-01,32.78096,-79.93554
1771,100623,,,"St. Kitts, port unspecified",Charleston,,Manchester,,1771-01-01,32.78096,-79.93554
1771,100624,,,"Barbados, place unspecified",Charleston,,"Todd, John",,1771-01-01,32.78096,-79.93554
1771,100625,Boston Island,,St. Augustine,Charleston,,"Bachop, Peter",,1771-01-01,32.78096,-79.93554
1771,100626,,,"Grenada, place unspecified",Charleston,,"Chadwick, Charles",,1771-01-01,32.78096,-79.93554
1771,100627,,,"Montserrat, port unspecified",Charleston,,"McMurtrie, Jonathan",,1771-01-01,32.78096,-79.93554
1771,100628,,,Pensacola,Charleston,,Dursee,,1771-01-01,32.78096,-79.93554
1771,100629,Liberty,,"Georgia, port unspecified",Charleston,,"Churchill, Richard",,1771-01-01,32.78096,-79.93554
1771,100630,Jamaica Packet,,"Jamaica, place unspecified",Charleston,,"Hunt, John",,1771-01-01,32.78096,-79.93554
1771,100631,Sally,,"Jamaica, place unspecified",Charleston,,"Parkinson, Stephen",,1771-01-01,32.78096,-79.93554
1771,100632,,,"St. Vincent, port unspecified",Charleston,,Judkin,,1771-01-01,32.78096,-79.93554
1771,100633,,,"St. Kitts, port unspecified",Charleston,,King,,1771-01-01,32.78096,-79.93554
1771,100634,Carolina Society,,"Jamaica, place unspecified",Charleston,,"Bower, Patrick",,1771-01-01,32.78096,-79.93554
1771,100635,,,Curaçao,Charleston,,Dewitt,,1771-01-01,32.78096,-79.93554
1771,100636,Henry,,"Barbados, place unspecified",Charleston,,"Todd, Edward",,1771-01-01,32.78096,-79.93554
1771,100637,,,St. Eustatius,Charleston,,Dalling,,1771-01-01,32.78096,-79.93554
1771,100638,,,"St. Kitts, port unspecified",Charleston,,Baker,,1771-01-01,32.78096,-79.93554
1771,100639,,,New York,Charleston,,"Schermerhorn, [Peter?]",,1771-01-01,32.78096,-79.93554
1771,100640,Polly,,New York,Charleston,,"Snell, Stephen",,1771-01-01,32.78096,-79.93554
1771,100641,,,"Jamaica, place unspecified",Charleston,,Tynes,,1771-01-01,32.78096,-79.93554
1771,100642,Ottley [?--blank],,"Antigua, place unspecified",Charleston,,Higgs [William?],,1771-01-01,32.78096,-79.93554
1771,100643,,,"Dominica, place unspecified",Charleston,,Steel,,1771-01-01,32.78096,-79.93554
1771,100644,(Ester?),,"Antigua, place unspecified",Charleston,,"Dann, Robert",,1771-01-01,32.78096,-79.93554
1771,100645,Dolphin,,"Jamaica, place unspecified",Charleston,,"Rogers, John",,1771-01-01,32.78096,-79.93554
1771,100646,Kingston,,"Jamaica, place unspecified",Charleston,,"Tines, David",,1771-01-01,32.78096,-79.93554
1771,100647,Merrimack,,"Dominica, place unspecified",Charleston,,"Rust, Francis",,1771-01-01,32.78096,-79.93554
1771,100648,,,Salem,Charleston,,Kimbol,,1771-01-01,32.78096,-79.93554
1771,100649,(S?)uky & Nancy,,"Jamaica, place unspecified",Charleston,,"Newbold, Thomas",,1771-01-01,32.78096,-79.93554
1771,100650,,,"St. Kitts, port unspecified",Charleston,,Steed,,1771-01-01,32.78096,-79.93554
1771,100651,,,"Jamaica, place unspecified",Charleston,,Dickinson,,1771-01-01,32.78096,-79.93554
1771,100652,Margaret,,"Jamaica, place unspecified",Charleston,,"Henry, Charles",,1771-01-01,32.78096,-79.93554
1771,100653,,,"St. Kitts, port unspecified",Charleston,,Gibbs,,1771-01-01,32.78096,-79.93554
1771,100654,Little Betsy,,Providence,Charleston,,"Johnson, John",,1771-01-01,32.78096,-79.93554
1771,100655,Pye,,"Antigua, place unspecified",Charleston,,"Minott, Amos",,1771-01-01,32.78096,-79.93554
1771,100656,Elizabeth,,"St. Vincent, port unspecified",Charleston,,"Tucker, Henry",,1771-01-01,32.78096,-79.93554
1771,100657,Adventure,,"Antigua, place unspecified",Charleston,,"Conyers, Clement",,1771-01-01,32.78096,-79.93554
1771,100658,,,New York,Charleston,,Zurhurst,,1771-01-01,32.78096,-79.93554
1771,100659,,,Pensacola,Charleston,,Clarke,,1771-01-01,32.78096,-79.93554
1771,100660,Three Brothers,,Bermuda,Charleston,,"Young, Elias",,1771-01-01,32.78096,-79.93554
1771,100661,,,New York,Charleston,,"Schermerhorn, Peter",,1771-01-01,32.78096,-79.93554
1771,100662,Friendship,,"Barbados, place unspecified",Charleston,92,"Wooster, John",,1771-01-01,32.78096,-79.93554
1772,100663,,,New York,Charleston,,Anderson,,1772-01-01,32.78096,-79.93554
1772,100664,,,"Antigua, place unspecified",Charleston,,"Hinson, Cornelius",,1772-01-01,32.78096,-79.93554
1772,100665,,,"St. Kitts, port unspecified",Charleston,,Baker,,1772-01-01,32.78096,-79.93554
1772,100666,,,"Antigua, place unspecified",Charleston,,Leaycroft,,1772-01-01,32.78096,-79.93554
1772,100667,,,Bermuda,Charleston,,"Tucker, Robert",,1772-01-01,32.78096,-79.93554
1772,100668,,,"St. Vincent, port unspecified",Charleston,,Perrey,,1772-01-01,32.78096,-79.93554
1772,100669,,,Providence,Charleston,,Rowland,,1772-01-01,32.78096,-79.93554
1772,100670,Experiment,,"Jamaica, place unspecified",Charleston,,"Sawyer, John",,1772-01-01,32.78096,-79.93554
1772,100671,,,Curaçao,Charleston,,Hunt,,1772-01-01,32.78096,-79.93554
1772,100672,,,New York,Charleston,,Munro,,1772-01-01,32.78096,-79.93554
1772,100673,,,"North Carolina, port unspecified",Charleston,,Green,,1772-01-01,32.78096,-79.93554
1772,100674,,,"Grenada, place unspecified",Charleston,,"MacKenzie, Andrew",,1772-01-01,32.78096,-79.93554
1772,100675,,,"St. Kitts, port unspecified",Charleston,,Dickinson,,1772-01-01,32.78096,-79.93554
1772,100676,Betty,,"Barbados, place unspecified",Charleston,,"Richardson, George",,1772-01-01,32.78096,-79.93554
1772,100677,Betsy,,New York,Charleston,,"Schermerhorn, Peter",,1772-01-01,32.78096,-79.93554
1772,100678,,,"St. Vincent, port unspecified",Charleston,,"Tucker, Henry",,1772-01-01,32.78096,-79.93554
1772,100679,Suky & Nancy,,"Jamaica, place unspecified",Charleston,,"Newbold, Thomas",,1772-01-01,32.78096,-79.93554
1772,100680,Prince of Wales,,Philadelphia,Charleston,,"Moore, William",,1772-01-01,32.78096,-79.93554
1772,100681,,,Pensacola,Charleston,,Clarke,,1772-01-01,32.78096,-79.93554
1772,100682,Betsy,,"Barbados, place unspecified",Charleston,,"Todd, Edward",,1772-01-01,32.78096,-79.93554
1772,100683,Ranger,,"St. Kitts, port unspecified",Charleston,81,"King, Richard",,1772-01-01,32.78096,-79.93554
1772,100684,Jamaica Packet,,"Jamaica, place unspecified",Charleston,,"Hunt, John",,1772-01-01,32.78096,-79.93554
1772,100686,,,Philadelphia,Charleston,,Blewes,,1772-01-01,32.78096,-79.93554
1772,100687,Charming,,"Jamaica, place unspecified",Charleston,,"Brewer, Richard",,1772-01-01,32.78096,-79.93554
1772,100688,Morning-Star,,"St. Vincent, port unspecified",Charleston,,"Vesey, John",,1772-01-01,32.78096,-79.93554
1772,100690,Exchange,,"Barbados, place unspecified",Charleston,,"Willis, John",,1772-01-01,32.78096,-79.93554
1772,100691,Active,,"Jamaica, place unspecified",Charleston,,"Dickinson, Francis",,1772-01-01,32.78096,-79.93554
1772,100692,Henrietta,,"Barbados, place unspecified",Charleston,,"Stiles, Benjamin",,1772-01-01,32.78096,-79.93554
1772,100693,,,"Grenada, place unspecified",Charleston,,North,,1772-01-01,32.78096,-79.93554
1772,100694,Liberty,,"Grenada, place unspecified",Charleston,,"Gieckie, William",,1772-01-01,32.78096,-79.93554
1772,100695,Betsey Hendy,,"Barbados, place unspecified",Charleston,138,"Dow, John",,1772-01-01,32.78096,-79.93554
1772,100696,Polly,,"Antigua, place unspecified",Charleston,,"Stone, Benjamin",,1772-01-01,32.78096,-79.93554
1772,100697,[Peggy???],,"Grenada, place unspecified",Charleston,,"Calvert, [John??]",,1772-01-01,32.78096,-79.93554
1772,100698,Westerhall,,Portsmouth (NH),Charleston,,"Scott, Alexander",,1772-01-01,32.78096,-79.93554
1772,100699,,,"Antigua, place unspecified",Charleston,,Newbold,,1772-01-01,32.78096,-79.93554
1772,100700,Friendship,,"Barbados, place unspecified",Charleston,203,"Wooster, Richard (a) John",,1772-01-01,32.78096,-79.93554
1772,100701,,,Philadelphia,Charleston,,Blewes,,1772-01-01,32.78096,-79.93554
1772,100702,Betsy,,"Barbados, place unspecified",Charleston,,"Todd, Edward",,1772-01-01,32.78096,-79.93554
1772,100703,Adventure,,"Antigua, place unspecified",Charleston,29,"Jefferies, James",,1772-01-01,32.78096,-79.93554
1772,100704,Liberty,,"St. Kitts, port unspecified",Charleston,,"Beek, John",,1772-01-01,32.78096,-79.93554
1772,100705,,,"St. Kitts, port unspecified",Charleston,,Nugent,,1772-01-01,32.78096,-79.93554
1772,100706,Betsy,,New York,Charleston,,"Fowler, George",,1772-01-01,32.78096,-79.93554
1772,100707,,,"Tobago, port unspecified",Charleston,,Morgan,,1772-01-01,32.78096,-79.93554
1772,100708,,,"Barbados, place unspecified",Charleston,44,Clark,,1772-01-01,32.78096,-79.93554
1772,100709,Lovely Jenny,,"Barbados, place unspecified",Charleston,110,"Harvey, Lawrence",,1772-01-01,32.78096,-79.93554
1772,100710,,,Philadelphia,Charleston,,Blewes,,1772-01-01,32.78096,-79.93554
1772,100711,,,St. Croix,Charleston,,Reid,,1772-01-01,32.78096,-79.93554
1772,100712,Content,,"Barbados, place unspecified",Charleston,122,"Wilkinson, Downing",,1772-01-01,32.78096,-79.93554
1772,100713,,,"Barbados, place unspecified",Charleston,,Newbold,,1772-01-01,32.78096,-79.93554
1772,100714,,,St. Eustatius,Charleston,,Righton,,1772-01-01,32.78096,-79.93554
1772,100715,,,St. Croix,Charleston,,Robinson,,1772-01-01,32.78096,-79.93554
1772,100716,James,,St. Croix,Charleston,,"Humphreys, Elizabeth(?)",,1772-01-01,32.78096,-79.93554
1772,100717,Jonge Pieter,,St. Croix,Charleston,,"Vickers, Joseph",,1772-01-01,32.78096,-79.93554
1772,100719,Jamaica Packet,,"Grenada, place unspecified",Charleston,19,Young,,1772-01-01,32.78096,-79.93554
1772,100720,,,"Grenada, place unspecified",Charleston,,North,,1772-01-01,32.78096,-79.93554
1772,100721,,,Philadelphia,Charleston,,Blewes,,1772-01-01,32.78096,-79.93554
1772,100722,Nancy,,Bermuda,Charleston,,"Young, Spence",,1772-01-01,32.78096,-79.93554
1772,100725,Polly,,"Jamaica, place unspecified",Charleston,,"Gillies, Alexander",,1772-01-01,32.78096,-79.93554
1772,100726,Carolina,,Philadelphia,Charleston,,"Loxley, Benjamin",,1772-01-01,32.78096,-79.93554
1772,100727,,,"St. Kitts, port unspecified",Charleston,,Nugent,,1772-01-01,32.78096,-79.93554
1772,100728,,,"Barbados, place unspecified",Charleston,,Newbold,,1772-01-01,32.78096,-79.93554
1772,100729,,,"St. Kitts, port unspecified",Charleston,,Barton,,1772-01-01,32.78096,-79.93554
1772,100730,[Ranger??],,"St. Kitts, port unspecified",Charleston,,"King, [Richard?]",,1772-01-01,32.78096,-79.93554
1772,100731,Providence,,"St. Kitts, port unspecified",Charleston,29,"Ramsey, James",,1772-01-01,32.78096,-79.93554
1772,100736,Charming Polly,,"Antigua, place unspecified",Charleston,,"Morson, Robert",,1772-01-01,32.78096,-79.93554
1772,102283,Hero,,"Antigua, place unspecified","South Carolina, place unspecified",,"Chadwick, Charles",,1772-01-01,#N/A,#N/A
1772,102336,Eliza,,"Antigua, place unspecified",Charleston,25,"Foster, John",,1772-01-01,32.78096,-79.93554
1773,100732,Charming Jenny,,"North Carolina, port unspecified",Charleston,,"Braver (a) Brewer, Richard",,1773-01-01,32.78096,-79.93554
1773,100733,,,"Barbados, place unspecified",Charleston,,Dow,,1773-01-01,32.78096,-79.93554
1773,100734,,,St. Croix,Charleston,,Smith,,1773-01-01,32.78096,-79.93554
1773,100735,Four Friends,,"Grenada, place unspecified",Charleston,,"Harrison, Gilbert",,1773-01-01,32.78096,-79.93554
1773,100737,,,New York,Charleston,,Dunscomb,,1773-01-01,32.78096,-79.93554
1773,100738,Bess,,"St. Vincent, port unspecified",Charleston,,"Perrey, Richard",,1773-01-01,32.78096,-79.93554
1773,100739,Betsy,,New York,Charleston,,"Schermerhorn, Peter",,1773-01-01,32.78096,-79.93554
1773,100740,Charles-Town Packet,,Philadelphia,Charleston,,"Wright, Sam.",,1773-01-01,32.78096,-79.93554
1773,100741,Friendship,,Philadelphia,Charleston,,"Brewer (a) Blewer, Joseph",,1773-01-01,32.78096,-79.93554
1773,100742,Juno,,Boston,Charleston,,"Farrington, Joseph",,1773-01-01,32.78096,-79.93554
1773,100743,Sally,,"Dominica, place unspecified",Charleston,,"Cleland, William",,1773-01-01,32.78096,-79.93554
1773,100744,Nancy,,"Grenada, place unspecified",Charleston,,"Barton, Benjamin",,1773-01-01,32.78096,-79.93554
1773,100745,,,Philadelphia,Charleston,,"Smith, Thomas Loughton",,1773-01-01,32.78096,-79.93554
1773,100746,Active,,"Jamaica, place unspecified",Charleston,,"Dickinson, Francis",,1773-01-01,32.78096,-79.93554
1773,100747,Prince of Wales,,Philadelphia,Charleston,,"Mason, Thomas",,1773-01-01,32.78096,-79.93554
1773,100748,Betsy,,New York,Charleston,,"Schermerhorn, Peter",,1773-01-01,32.78096,-79.93554
1773,100749,Ark,,Bermuda,Charleston,,"Lusker, George",,1773-01-01,32.78096,-79.93554
1773,100750,,,Boston,Charleston,,Hulme,,1773-01-01,32.78096,-79.93554
1773,100751,Peggy,,"Grenada, place unspecified",Charleston,,"Hardy (a) Hardie, Alexander",,1773-01-01,32.78096,-79.93554
1773,100752,,,Philadelphia,Charleston,,Moore,,1773-01-01,32.78096,-79.93554
1773,100753,,,"Dominica, place unspecified",Charleston,,Atwood,,1773-01-01,32.78096,-79.93554
1773,100754,,,Môle Saint Nicolas,Charleston,,Timpson,,1773-01-01,32.78096,-79.93554
1773,100756,,,"Jamaica, place unspecified",Charleston,,Brewer,,1773-01-01,32.78096,-79.93554
1773,100757,John,,"St. Vincent, port unspecified",Charleston,,"Kollock, Phillips",,1773-01-01,32.78096,-79.93554
1773,100758,Active,,"Jamaica, place unspecified",Charleston,,"Dickinson, Francis",,1773-01-01,32.78096,-79.93554
1773,100759,Lark,,"Barbados, place unspecified",Charleston,,"Newbold, Benjamin",,1773-01-01,32.78096,-79.93554
1773,100760,,,"Grenada, place unspecified",Charleston,,Ingham,,1773-01-01,32.78096,-79.93554
1773,100761,Providence Packet,,Providence,Charleston,,"Chambers, Wm.",,1773-01-01,32.78096,-79.93554
1773,100762,Phoenix,,"St. Kitts, port unspecified",Charleston,,"Dickinson, John",,1773-01-01,32.78096,-79.93554
1773,100763,Betsy,,New York,Charleston,,"Schermerhorn, [Peter?]",,1773-01-01,32.78096,-79.93554
1773,100764,,,Philadelphia,Charleston,,Moore,,1773-01-01,32.78096,-79.93554
1773,100765,Adventure,,"Antigua, place unspecified",Charleston,,"Conyers, Clement",,1773-01-01,32.78096,-79.93554
1773,100766,Lovey Jenny,,"Barbados, place unspecified",Charleston,,"Harvey, Lawrence",,1773-01-01,32.78096,-79.93554
1773,100767,Friendship,,"Grenada, place unspecified",Charleston,,"Grinley, Thomas",,1773-01-01,32.78096,-79.93554
1773,100768,,,St. Croix,Charleston,,Smith,,1773-01-01,32.78096,-79.93554
1773,100769,,,Indian River,Charleston,,Roberts,,1773-01-01,32.78096,-79.93554
1773,100770,,,"Jamaica, place unspecified",Charleston,,Brewer,,1773-01-01,32.78096,-79.93554
1773,100771,Prince of Wales,,Philadelphia,Charleston,,"Mason, Thomas",,1773-01-01,32.78096,-79.93554
1773,100772,Betsy,,New York,Charleston,,"Schermerhorn, [Peter?]",,1773-01-01,32.78096,-79.93554
1773,100773,,,"Grenada, place unspecified",Charleston,,Dickinson,,1773-01-01,32.78096,-79.93554
1773,101414,Nancy,,"Rhode Island, port unspecified",Charleston,1,"Earl, John",,1773-01-01,32.78096,-79.93554
1773,102233,Sukey and Nancy,,"Barbados, place unspecified",Charleston,,"Newbold, Thomas",,1773-01-01,32.78096,-79.93554
1773,102235,Friendship,,"Barbados, place unspecified","South Carolina, place unspecified",,"Clarke, Val",,1773-01-01,#N/A,#N/A
1774,100774,Fleece,,"Grenada, place unspecified",Charleston,,"Black, James",,1774-01-01,32.78096,-79.93554
1774,100775,Isabella,,"St. Vincent, port unspecified",Charleston,,"Brown, James",,1774-01-01,32.78096,-79.93554
1774,100776,Father's Desire,,"Grenada, place unspecified",Charleston,,"Berry, Benjamin",,1774-01-01,32.78096,-79.93554
1774,100777,,,"Grenada, place unspecified",Charleston,,North,,1774-01-01,32.78096,-79.93554
1774,100778,Polly,,"St. Kitts, port unspecified",Charleston,,"Conyers, John",,1774-01-01,32.78096,-79.93554
1774,100779,,,"Grenada, place unspecified",Charleston,,Sawyer,,1774-01-01,32.78096,-79.93554
1774,100780,Friendship,,"Jamaica, place unspecified",Charleston,,"Newell, Thomas",,1774-01-01,32.78096,-79.93554
1774,100781,Fancy,,"Grenada, place unspecified",Charleston,,"Barton, Benjamin",,1774-01-01,32.78096,-79.93554
1774,100782,,,Providence,Charleston,,Bonamy,,1774-01-01,32.78096,-79.93554
1774,100783,,,Philadelphia,Charleston,,Mason,,1774-01-01,32.78096,-79.93554
1774,100784,,,"Jamaica, place unspecified",Charleston,,Brewer,,1774-01-01,32.78096,-79.93554
1774,100785,,,"Jamaica, place unspecified",Charleston,,Jackson,,1774-01-01,32.78096,-79.93554
1774,100786,Seanymph,,Philadelphia,Charleston,,Moore,,1774-01-01,32.78096,-79.93554
1774,100787,Hope,,"Grenada, place unspecified",Charleston,45,"Warner, Elisha",,1774-01-01,32.78096,-79.93554
1774,100788,Dispatch,,Providence,Charleston,,"Minors, [Benjamin?]",,1774-01-01,32.78096,-79.93554
1774,100789,,,"St. Kitts, port unspecified",Charleston,,North,,1774-01-01,32.78096,-79.93554
1774,100790,Experiment,,"Grenada, place unspecified",Charleston,,"Sawyer, John",,1774-01-01,32.78096,-79.93554
1774,100791,Betsy,,New York,Charleston,,"Schermerhorn, Peter",,1774-01-01,32.78096,-79.93554
1774,100792,Active,,"Jamaica, place unspecified",Charleston,,"Morgan, Charles",,1774-01-01,32.78096,-79.93554
1774,100793,Amphitrite,,"Jamaica, place unspecified",Charleston,,"Montcrief, John",,1774-01-01,32.78096,-79.93554
1774,100794,,,"St. Kitts, port unspecified",Charleston,,Alboy,,1774-01-01,32.78096,-79.93554
1774,100795,[K???y],,"Montserrat, port unspecified",Charleston,,"Skinner, Samuel",,1774-01-01,32.78096,-79.93554
1774,100796,[Suk? & Nancy],,"Barbados, place unspecified",Charleston,,"Newbold, [Tho.?]",,1774-01-01,32.78096,-79.93554
1774,100797,Charles-Town Packet,,Philadelphia,Charleston,,"Wright, Sam",,1774-01-01,32.78096,-79.93554
1774,100798,,,"Dominica, place unspecified",Charleston,,Rash,,1774-01-01,32.78096,-79.93554
1774,100799,,,Mosquito Shore,Charleston,,Green,,1774-01-01,32.78096,-79.93554
1774,100800,Active,,"Jamaica, place unspecified",Charleston,,"Morgan, Charles",,1774-01-01,32.78096,-79.93554
1774,100801,,,"Jamaica, place unspecified",Charleston,,Mattocks,,1774-01-01,32.78096,-79.93554
1774,100802,[Pier?],,"Jamaica, place unspecified",Charleston,,"Everett, John",,1774-01-01,32.78096,-79.93554
1774,100803,,,"Dominica, place unspecified",Charleston,,Jones,,1774-01-01,32.78096,-79.93554
1774,100804,Hawke,,"Georgia, port unspecified",Charleston,,"Swaine, Luke",,1774-01-01,32.78096,-79.93554
1774,100805,Spy,,"Georgia, port unspecified",Charleston,,"Bath, William",,1774-01-01,32.78096,-79.93554
1774,100806,Seanymph,,Philadelphia,Charleston,,Moore,,1774-01-01,32.78096,-79.93554
1774,100808,,,Savannah,Charleston,,Swain,,1774-01-01,32.78096,-79.93554
1775,100807,,,"Georgia, port unspecified",Charleston,,Turner,,1775-01-01,32.78096,-79.93554
