Year,Percentage Consequence Passives
1737.0,57.14285714285714
1740.0,25.0
1752.0,100.0
1766.0,50.0
1767.0,91.66666666666666
1768.0,88.88888888888889
1769.0,80.0
1770.0,100.0
1771.0,100.0
1772.0,33.33333333333333
1773.0,51.35135135135135
1774.0,
1775.0,19.808306709265175
