Row Labels,Passive voice,Active voice
1730,7.5,2.5
1735,6.428571429,3.571428571
1740,9.2,0.8
1745,9.117647059,0.882352941
1750,7.647058824,2.352941176
1755,7.777777778,2.222222222
1760,9.090909091,0.909090909
1765,8.421052632,1.578947368
1770,7.666666667,2.333333333
1775,10,0
Grand Total,82.84968348,17.15031652
